campaign_id,advertiser_name,agency_name,industry_vertical,campaign_objective,buy_type,sale_type,contract_status,contract_value_usd,budget_usd,campaign_start_date,campaign_end_date,ad_play_date,ad_play_month,ad_play_quarter,ad_play_year,network,media_type,show_title,genre,content_rating,daypart,ad_format,device_type,ad_duration_seconds,is_sponsorship,state,dma_region,viewer_age_range,viewer_gender,viewer_income_bracket,viewer_interest,subscription_tier,opt_in_ads,days_active_30d,approved_impressions,impressions_delivered,delivery_rate_pct,clicks,ctr_pct,conversions,conversion_rate_pct,completion_rate_pct,viewability_pct,frequency_count,ad_cost_usd,ad_revenue_usd,cpm,roas,error_flag
5636,Netflix,Canvas Worldwide,Healthcare,Tune-In Promotion,Programmatic Guaranteed,Upfront,Executed,585189.32,565489.24,2023-09-03,2023-11-17,2024-06-09,6,2,2024,Cartoon Network,Streaming (SVOD),True Detective,Drama,TV-G,Prime Time (7-11pm),Native,Smart TV,15,No,MA,Miami,35-44,Male,$30-60K,True Crime,Max Ad-Lite,Yes,3,5988669,5972070,99.72,62448,1.046,4800,7.686,62.7,76.2,5,340956.23,548509.22,57.0918,1.609,
5757,Home Depot,Initiative,Tech,Lead Generation,Upfront,Direct IO,Cancelled,658522.24,687738.6,2023-10-04,2023-11-23,2024-01-08,1,1,2024,Cartoon Network,Streaming (SVOD),90 Day Fiancé,Drama,TV-PG,Early Fringe (4-7pm),Pre-roll,Smart TV,15,No,PA,Atlanta,55-64,Female,$30-60K,Documentary,Linear (No Sub),No,9,5536745,4957302,89.53,161941,3.267,9120,5.632,92.2,60.8,6,255084.91,406180.09,51.4564,1.592,
5508,Netflix,Publicis Media,Gaming,Retargeting,Open Market,Upfront,Makegood,143381.35,145239.54,2023-06-28,2023-08-30,2023-01-21,1,1,2023,truTV,Audio,90 Day Fiancé,Kids,TV-G,Early Fringe (4-7pm),Pre-roll,Mobile,30,No,CO,Los Angeles,55-64,Male,>$150K,Gaming,Max Ad-Free,Yes,2,494794,423695,85.63,10677,2.52,821,7.689,88.5,82.6,10,14468.21,20520.98,34.1477,1.418,
5891,Bank of America,Zenith,Insurance,App Install,Upfront,Scatter,Makegood,1737219.27,1574145.27,2023-09-24,2023-10-09,2023-09-14,9,3,2023,CNN,Display,Robot Chicken,Documentary,TV-PG,Prime Time (7-11pm),Mid-roll,Smart TV,60,No,CO,Dallas,35-44,Female,$60-100K,Sports,Max Ad-Free,No,19,6951014,5766405,82.96,291962,5.063,25682,8.796,69.5,76.5,9,303616.22,429971.15,52.6526,1.416,
5868,McDonald's,Initiative,Telecom,Retargeting,Scatter,Programmatic,In Flight,2257329.91,1909438.74,2023-11-11,2024-02-10,2023-06-04,6,2,2023,CNN,Display,Looney Tunes,Documentary,TV-Y7,Prime Time (7-11pm),Pre-roll,Desktop,45,No,MN,Tampa,25-34,Female,>$150K,Reality TV,Linear (No Sub),Yes,17,619918,593038,95.66,27979,4.718,1538,5.497,63.6,69.7,7,8498.53,12325.15,14.3305,1.45,
5209,American Express,Mindshare,Insurance,Brand Awareness,Scatter,Upfront,Cancelled,1383892.73,1318483.8,2023-12-05,2024-01-03,2023-03-01,3,1,2023,TNT,Audio,CNN Tonight,True Crime,TV-14,Prime Time (7-11pm),Pre-roll,Mobile,15,No,GA,Los Angeles,45-54,Male,$100-150K,News,Linear (No Sub),Yes,21,3716094,3304350,88.92,89817,2.718,3340,3.719,75.8,67.0,11,296505.6,345644.43,89.7319,1.166,
5933,AT&T,Mediahub,Pharma,App Install,Upfront,Scatter,Executed,592147.97,670918.24,2024-06-22,2024-08-18,2024-09-10,9,3,2024,HBO,Programmatic,Teen Titans Go,Kids,TV-Y7,Early Morning (5-9am),Pre-roll,Smart TV,30,No,CO,Seattle,18-24,Female,<$30K,Drama,Max Ultimate,Yes,20,4938688,4374943,88.59,123963,2.833,3642,2.938,72.7,83.0,2,463044.4,625750.67,105.8401,1.351,
5428,Mercedes-Benz,GroupM,Entertainment,Lead Generation,Scatter,Upfront,Executed,1613460.28,1569846.48,2023-03-08,2023-08-19,2023-05-13,5,2,2023,CNN,Digital Video,White Lotus,True Crime,TV-14,Prime Time (7-11pm),Post-roll,Smart TV,45,No,WA,New York,35-44,Female,>$150K,Documentary,Max Ad-Free,No,14,2825280,2331389,82.52,57084,2.448,3366,5.897,50.9,76.2,7,125642.75,209095.89,53.8918,1.664,
5393,Expedia,Omnicom Media Group,QSR,Subscription Drive,Scatter,Scatter,Executed,1550517.37,1555862.12,2023-06-03,2023-11-24,2023-10-31,10,4,2023,TBS,Linear TV,The Wire,Drama,TV-PG,Prime Time (7-11pm),Post-roll,Mobile,30,No,OH,New York,35-44,Female,$100-150K,Gaming,Max Ad-Lite,No,28,5260637,4741089,90.12,302268,6.375,39981,13.227,96.2,89.1,6,375276.63,480201.85,79.1541,1.28,
5826,Walmart,Hearts & Science,Pharma,Retargeting,Open Market,Scatter,Cancelled,1370955.19,1566378.42,2023-04-14,2023-09-25,2024-12-22,12,4,2024,Bleacher Report,FAST,The Last of Us,Comedy,TV-Y,Prime Time (7-11pm),Post-roll,Mobile,30,No,IL,Miami,45-54,Male,$30-60K,Comedy,Max Ad-Free,No,19,6801620,6602108,97.07,273810,4.147,23532,8.594,94.5,74.5,12,520766.36,826572.73,78.8788,1.587,
5916,Walmart,UM Worldwide,Tech,App Install,Scatter,Programmatic,Executed,1194826.18,1047576.4,2023-06-26,2023-09-22,2023-11-23,11,4,2023,Discovery+,Display,NBA on TNT,Animation,TV-G,Late Night (11pm-2am),Pre-roll,Mobile,30,No,CO,Detroit,45-54,Female,>$150K,Sports,Linear (No Sub),No,4,2810876,2514593,89.46,115567,4.596,5511,4.769,72.9,87.1,5,210224.5,309877.89,83.6018,1.474,Skip
5109,Citibank,Zenith,Travel,Retargeting,Scatter,Scatter,Pending,870545.94,973486.59,2023-08-11,2024-01-11,2023-05-22,5,2,2023,Bleacher Report,Digital Video,And Just Like That,Documentary,TV-MA,Overnight (2-5am),Native,Smart TV,60,No,AZ,Denver,35-44,Male,$30-60K,True Crime,Max Ad-Free,Yes,24,6051187,5586439,92.32,227622,4.075,2152,0.945,64.6,82.8,3,80527.4,135044.84,14.4148,1.677,
5889,State Farm,Assembly,Gaming,Reach,Programmatic Guaranteed,Upfront,Executed,842865.6,707842.27,2024-06-01,2024-08-23,2024-06-30,6,2,2024,Discovery+,Audio,Game of Thrones,True Crime,TV-MA,Early Fringe (4-7pm),Pause Ad,Desktop,15,No,TX,Seattle,45-54,Female,$60-100K,Reality TV,Max Ad-Lite,Yes,8,911967,775277,85.01,23448,3.024,1250,5.331,83.8,61.2,10,21788.38,30622.34,28.104,1.405,
5348,CVS Health,UM Worldwide,Telecom,Lead Generation,Upfront,Scatter,Executed,1382780.2,1408861.18,2023-11-24,2024-02-22,2024-10-04,10,4,2024,Discovery+,Streaming (SVOD),CNN Tonight,News,TV-G,Morning (9am-12pm),Mid-roll,Mobile,45,No,MN,Los Angeles,65+,Female,>$150K,Comedy,Max Ad-Lite,Yes,27,4744869,4237799,89.31,123055,2.904,4413,3.586,68.0,70.7,8,488321.58,608332.85,115.23,1.246,
5050,AbbVie,Assembly,Tech,Brand Awareness,Programmatic Guaranteed,Upfront,Executed,1727988.28,1659891.48,2024-03-12,2024-05-26,2023-09-13,9,3,2023,HBO,FAST,House of the Dragon,Action,TV-Y,Late Night (11pm-2am),Interactive,Desktop,15,No,GA,Denver,55-64,Male,$30-60K,News,Max Ad-Lite,Yes,18,1207386,1119566,92.73,13048,1.165,697,5.342,65.6,74.9,5,44281.52,63301.34,39.5524,1.43,
5916,Walmart,UM Worldwide,Tech,App Install,Scatter,Programmatic,Executed,977707.87,1047576.4,2023-06-26,2023-09-22,2024-10-03,10,4,2024,Discovery+,Display,NBA on TNT,Animation,TV-G,Early Morning (5-9am),Mid-roll,Tablet,60,No,MN,Los Angeles,25-34,Male,$100-150K,Comedy,Max Ultimate,Yes,16,1150981,1064082,92.45,46941,4.411,3832,8.163,73.7,76.6,10,91062.33,131916.43,85.5783,1.449,
5105,Domino's,Spark Foundry,Travel,Tune-In Promotion,Open Market,Direct IO,In Flight,1462544.71,1347155.41,2023-05-12,2023-07-02,2023-09-07,9,3,2023,TNT,Digital Video,True Detective,Sports,TV-G,Afternoon (12-4pm),Mid-roll,Smart TV,15,No,MI,Los Angeles,18-24,Female,$60-100K,Drama,Max Ad-Free,Yes,7,7020953,6059664,86.31,24447,0.403,1944,7.952,64.6,70.9,6,305137.41,365253.16,50.3555,1.197,
5420,State Farm,Mediahub,QSR,Lead Generation,Scatter,Scatter,Makegood,1768704.83,1915641.23,2023-05-23,2023-08-31,2024-07-03,7,3,2024,Discovery+,Streaming (SVOD),And Just Like That,Action,TV-PG,Overnight (2-5am),Interactive,Smart TV,30,No,TX,Tampa,55-64,Male,<$30K,Kids & Family,Max Ultimate,No,21,4459399,3969334,89.01,113675,2.864,7868,6.921,63.6,91.3,1,181352.92,221712.14,45.6885,1.223,
5373,DraftKings,Publicis Media,CPG,Subscription Drive,Upfront,Scatter,Executed,1164107.86,1359219.46,2023-05-23,2023-08-26,2023-05-08,5,2,2023,Discovery+,FAST,CNN This Morning,Reality,TV-G,Late Night (11pm-2am),Mid-roll,Mobile,15,No,MA,Tampa,45-54,Male,>$150K,Sports,Max Ultimate,Yes,22,1696256,1696256,100.0,48994,2.888,2799,5.713,56.4,80.3,11,127941.47,173077.57,75.4258,1.353,
5027,Citibank,UM Worldwide,CPG,Retargeting,Programmatic Guaranteed,Upfront,Executed,1147731.52,1304637.61,2023-07-27,2023-09-18,2023-12-01,12,4,2023,Bleacher Report,Social,NBA on TNT,Kids,TV-Y,Early Fringe (4-7pm),Companion Banner,Smart TV,30,No,MA,Dallas,25-34,Male,$60-100K,Drama,Max Ultimate,No,28,4448834,3984747,89.57,87519,2.196,2595,2.965,51.1,79.1,10,344094.86,530247.98,86.353,1.541,
5968,Pepsi,Mediahub,Insurance,Subscription Drive,Scatter,Scatter,In Flight,103775.33,118926.85,2024-03-16,2024-06-03,2024-01-25,1,1,2024,TNT,Audio,True Detective,Drama,TV-PG,Late Night (11pm-2am),Pre-roll,Smart TV,30,No,GA,Miami,25-34,Female,>$150K,Kids & Family,Max Ad-Free,Yes,16,5628504,5628504,100.0,228517,4.06,33110,14.489,80.9,83.1,1,260598.61,390645.37,46.2998,1.499,
5800,Progressive Insurance,Publicis Media,Healthcare,Direct Response,Scatter,Programmatic,Makegood,858355.72,853158.38,2024-02-17,2024-08-10,2024-07-31,7,3,2024,HBO,Programmatic,Curb Your Enthusiasm,Sports,TV-Y,Afternoon (12-4pm),Pause Ad,Smart TV,15,No,GA,Seattle,45-54,Male,$60-100K,True Crime,Max Ultimate,No,27,3576998,3387483,94.7,103390,3.052,9540,9.227,76.6,96.9,2,270055.56,399800.21,79.7216,1.48,Buffering
5769,Apple TV+,Zenith,CPG,Reach,Scatter,Upfront,Executed,1544968.02,1418690.21,2024-06-24,2024-07-10,2024-05-28,5,2,2024,CNN,Display,Inside the NBA,Sports,TV-MA,Late Night (11pm-2am),Pause Ad,Mobile,30,No,OH,Los Angeles,18-24,Female,$60-100K,Animation,Max Ad-Free,Yes,15,7212456,6116737,84.81,156173,2.553,12013,7.692,61.2,85.5,5,208512.22,262661.45,34.0888,1.26,
5273,Walmart,Horizon Media,Tech,Direct Response,Open Market,Upfront,Pending,452089.76,510191.85,2023-08-15,2023-09-19,2024-10-28,10,4,2024,TBS,Digital Video,The Wire,Action,TV-G,Prime Time (7-11pm),Mid-roll,Smart TV,60,No,MI,Los Angeles,25-34,Male,$100-150K,Reality TV,Max Ultimate,No,7,3856346,2973244,77.1,147691,4.967,10086,6.829,61.8,49.9,4,201834.51,303038.09,67.8836,1.501,
5649,Lululemon,Mindshare,Healthcare,Direct Response,Scatter,Scatter,In Flight,1790729.32,1550473.37,2023-07-29,2023-08-22,2023-06-26,6,2,2023,TBS,Display,Planet Earth III,Drama,TV-MA,Early Fringe (4-7pm),Mid-roll,Smart TV,30,No,NY,Detroit,35-44,Female,>$150K,Kids & Family,Max Ad-Free,Yes,17,3431101,2810608,81.92,118818,4.227,14325,12.056,80.0,90.4,3,55444.86,81257.42,19.727,1.466,
5340,T-Mobile,Dentsu,Pharma,App Install,Programmatic Guaranteed,Upfront,Executed,1569536.16,1845726.1,2023-04-12,2023-07-23,2024-06-06,6,2,2024,truTV,Streaming (SVOD),NBA on TNT,Sports,TV-14,Late Night (11pm-2am),Post-roll,Smart TV,30,No,NC,Tampa,25-34,Female,>$150K,Drama,Max Ultimate,No,20,6063036,6056602,99.89,279584,4.616,27278,9.757,81.8,75.9,9,141723.88,181850.08,23.3999,1.283,
5301,Rolex,Spark Foundry,Travel,Direct Response,Scatter,Programmatic,Executed,688895.65,684267.44,2024-02-07,2024-05-04,2023-05-10,5,2,2023,HBO,Audio,Game of Thrones,Reality,TV-MA,Afternoon (12-4pm),Mid-roll,Smart TV,45,No,GA,Seattle,25-34,Female,$60-100K,Documentary,Max Ad-Lite,Yes,27,2166545,2029752,93.69,107524,5.297,6953,6.466,78.8,70.0,9,75853.05,128675.16,37.3706,1.696,
5480,Ford,Havas Media,Insurance,Conversions,Upfront,Upfront,Pending,1179906.8,1047659.7,2024-03-23,2024-08-27,2023-12-22,12,4,2023,HBO,Linear TV,White Lotus,Documentary,TV-Y7,Early Fringe (4-7pm),Pre-roll,Smart TV,30,No,MA,Chicago,35-44,Female,<$30K,Sports,Max Ad-Lite,No,23,5733242,4799324,83.71,84165,1.754,6365,7.563,70.2,68.9,10,759273.21,1225477.8,158.2042,1.614,
5834,Home Depot,Assembly,Finance,Conversions,Upfront,Programmatic,Pending,1549624.66,1572194.96,2024-02-20,2024-06-25,2024-01-30,1,1,2024,Max,Digital Video,Inside the NBA,Animation,TV-MA,Prime Time (7-11pm),Companion Banner,Smart TV,15,No,GA,Los Angeles,35-44,Male,$30-60K,Gaming,Max Ad-Lite,No,21,1505525,1449909,96.31,62321,4.298,2342,3.758,100.0,81.9,2,23593.06,31281.98,16.2721,1.326,
5544,Unilever,Publicis Media,Insurance,App Install,Scatter,Programmatic,Executed,61827.33,52578.64,2023-05-31,2023-08-22,2023-02-01,2,1,2023,Adult Swim,Audio,Planet Earth III,Documentary,TV-MA,Prime Time (7-11pm),Post-roll,Smart TV,60,No,FL,Atlanta,18-24,Female,>$150K,Documentary,Max Ad-Lite,No,29,4640649,4627379,99.71,266504,5.759,36837,13.822,62.4,63.0,5,192124.61,222401.57,41.5191,1.158,
5557,Amazon,Omnicom Media Group,Travel,Conversions,Scatter,Sponsorship,Executed,1594594.33,1425710.75,2023-10-27,2024-04-02,2023-03-19,3,1,2023,CNN,Digital Video,Robot Chicken,Drama,TV-Y,Early Fringe (4-7pm),Mid-roll,Smart TV,15,Yes,CA,Dallas,55-64,Male,>$150K,True Crime,Max Ad-Free,No,25,3212874,2760758,85.93,82449,2.986,7267,8.814,76.0,71.4,2,207607.35,259486.01,75.1994,1.25,
5265,Chase Bank,Wavemaker,Entertainment,App Install,Scatter,Programmatic,In Flight,1446110.52,1250351.78,2023-08-12,2023-09-16,2024-10-20,10,4,2024,truTV,Social,Anderson Cooper 360,Comedy,TV-G,Prime Time (7-11pm),Companion Banner,Smart TV,30,No,MA,Seattle,18-24,Female,$30-60K,Gaming,Linear (No Sub),Yes,6,5066904,4717117,93.1,253265,5.369,27691,10.934,56.2,77.9,8,615819.62,774764.57,130.55,1.258,Skip
5542,Budweiser,Mindshare,Insurance,Direct Response,Upfront,Scatter,Pending,637953.41,698432.63,2023-10-29,2024-03-03,2023-09-18,9,3,2023,truTV,Digital Video,The Wire,Reality,TV-Y7,Afternoon (12-4pm),Post-roll,Smart TV,30,No,GA,San Francisco,25-34,Female,$100-150K,Kids & Family,Max Ad-Lite,No,25,4033807,3558502,88.22,140811,3.957,19098,13.563,86.6,70.4,8,120985.15,188292.3,33.9989,1.556,
5596,Peacock,Initiative,Automotive,Brand Awareness,Programmatic Guaranteed,Upfront,Executed,288093.06,265949.79,2024-01-20,2024-02-19,2023-10-25,10,4,2023,Cartoon Network,Digital Video,Looney Tunes,Reality,TV-PG,Afternoon (12-4pm),Overlay,Smart TV,45,No,CO,Chicago,25-34,Male,$60-100K,True Crime,Max Ultimate,No,24,2926358,2872539,98.16,84420,2.939,7264,8.605,53.7,82.5,2,234014.55,361511.12,81.4661,1.545,Buffering
5166,Unilever,Publicis Media,Tech,Conversions,Scatter,Upfront,In Flight,1591667.44,1820711.36,2023-06-16,2023-11-11,2024-05-20,5,2,2024,Max,Programmatic,Curb Your Enthusiasm,Animation,TV-MA,Early Fringe (4-7pm),Mid-roll,Tablet,30,No,PA,Philadelphia,25-34,Male,$30-60K,Reality TV,Linear (No Sub),Yes,17,2362399,2163839,91.59,52298,2.417,5622,10.75,77.5,65.0,10,101398.14,167254.34,46.8603,1.649,
5316,Best Buy,IPG Mediabrands,Luxury Goods,Lead Generation,Scatter,Programmatic,In Flight,1151671.22,1048370.52,2023-09-02,2023-12-29,2023-07-27,7,3,2023,TNT,Linear TV,Barry,Comedy,TV-Y7,Prime Time (7-11pm),Overlay,Smart TV,30,No,WA,Dallas,25-34,Female,$100-150K,News,Max Ad-Lite,Yes,23,812605,773732,95.22,36182,4.676,2981,8.239,70.8,99.6,4,39622.04,54158.8,51.209,1.367,
5001,Toyota,UM Worldwide,Automotive,Brand Awareness,Upfront,Direct IO,Pending,74474.65,87129.06,2023-02-23,2023-08-19,2023-07-03,7,3,2023,Cartoon Network,Streaming (SVOD),Teen Titans Go,True Crime,TV-G,Prime Time (7-11pm),Pre-roll,Mobile,15,No,MI,Philadelphia,35-44,Female,>$150K,Animation,Max Ad-Lite,No,13,2900718,2492710,85.93,122430,4.912,11858,9.686,70.0,77.8,9,245092.47,396145.99,98.3237,1.616,
5761,AbbVie,Wavemaker,Automotive,Direct Response,Scatter,Scatter,Pending,64160.89,70616.82,2023-01-21,2023-05-31,2023-11-29,11,4,2023,TBS,Display,Robot Chicken,Comedy,TV-14,Prime Time (7-11pm),Overlay,Smart TV,15,No,WA,Dallas,25-34,Female,$30-60K,Reality TV,Max Ultimate,Yes,23,6286665,6286665,100.0,190854,3.036,1417,0.742,91.1,58.0,5,463236.68,596862.81,73.6856,1.288,
5261,Under Armour,Dentsu,Gaming,Direct Response,Programmatic Guaranteed,Programmatic,Executed,967223.37,988724.61,2023-09-19,2023-11-29,2023-03-08,3,1,2023,truTV,FAST,Euphoria,News,TV-Y,Prime Time (7-11pm),Mid-roll,Smart TV,60,No,WA,Chicago,45-54,Male,$30-60K,Gaming,Max Ad-Lite,Yes,23,6774102,6365507,93.97,327526,5.145,34262,10.461,71.9,77.5,11,437827.85,546868.94,68.7813,1.249,
5063,Bank of America,Canvas Worldwide,QSR,Brand Awareness,Upfront,Programmatic,In Flight,2034695.73,1862039.49,2023-10-09,2023-11-19,2024-11-26,11,4,2024,Adult Swim,Digital Video,CNN Tonight,Reality,TV-14,Overnight (2-5am),Pre-roll,Smart TV,15,No,CO,Los Angeles,35-44,Female,$30-60K,Documentary,Max Ad-Free,Yes,3,6058905,6058905,100.0,202412,3.341,3472,1.715,93.8,87.8,2,729944.16,1231938.23,120.4746,1.688,
5483,Rolex,Wavemaker,Tech,Subscription Drive,Upfront,Scatter,Executed,317093.59,269219.43,2023-06-18,2023-09-30,2024-12-06,12,4,2024,Discovery+,Display,The Wire,Action,TV-PG,Afternoon (12-4pm),Pre-roll,Mobile,30,No,TX,Tampa,45-54,Male,$60-100K,Documentary,Max Ad-Free,No,19,1413129,1124841,79.6,66692,5.929,5729,8.59,82.2,68.7,10,141212.43,189100.18,125.5399,1.339,
5676,Heineken,Havas Media,CPG,Reach,Programmatic Guaranteed,Programmatic,Executed,753442.0,759222.18,2023-04-14,2023-08-19,2023-12-10,12,4,2023,Cartoon Network,Linear TV,CNN Tonight,Sports,TV-Y7,Afternoon (12-4pm),Pause Ad,Mobile,30,No,OH,Denver,55-64,Female,<$30K,Reality TV,Max Ad-Lite,No,20,3339808,3339808,100.0,81479,2.44,8830,10.837,92.2,84.7,12,42118.32,60444.76,12.611,1.435,
5321,DraftKings,Havas Media,Luxury Goods,Tune-In Promotion,Upfront,Direct IO,In Flight,318632.11,351582.01,2023-08-21,2024-01-26,2023-07-17,7,3,2023,Bleacher Report,Display,House of the Dragon,Drama,TV-MA,Prime Time (7-11pm),Mid-roll,Smart TV,15,No,CO,New York,65+,Male,$60-100K,Drama,Max Ad-Free,No,23,2049843,1941408,94.71,48785,2.513,1927,3.95,97.2,74.9,12,166974.48,230661.28,86.0069,1.381,
5846,Johnson & Johnson,Zenith,Retail,Retargeting,Programmatic Guaranteed,Upfront,In Flight,1881109.57,1737916.58,2023-06-13,2023-11-01,2023-12-19,12,4,2023,Cartoon Network,FAST,House of the Dragon,Kids,TV-PG,Overnight (2-5am),Pause Ad,Smart TV,30,No,CO,San Francisco,55-64,Male,$30-60K,Documentary,Max Ad-Lite,Yes,25,5176604,4541069,87.72,87178,1.92,9357,10.733,60.6,78.5,7,213823.5,274804.27,47.0866,1.285,
5201,Microsoft,Mindshare,CPG,Direct Response,Open Market,Programmatic,Executed,2102899.89,1781800.31,2024-02-17,2024-04-22,2023-04-16,4,2,2023,Adult Swim,Digital Video,House of the Dragon,Animation,TV-MA,Late Night (11pm-2am),Companion Banner,Smart TV,15,No,NC,Dallas,55-64,Female,$60-100K,True Crime,Max Ad-Lite,Yes,23,2762111,2199371,79.63,82465,3.749,5341,6.477,88.2,96.3,11,106465.83,148696.08,48.4074,1.397,Buffering
5222,Budweiser,Spark Foundry,Retail,Lead Generation,Scatter,Programmatic,Makegood,832213.04,871795.32,2024-06-29,2024-07-15,2023-11-18,11,4,2023,Max,Display,The Last of Us,Animation,TV-G,Afternoon (12-4pm),Pause Ad,Smart TV,30,No,CO,Detroit,55-64,Female,$60-100K,Animation,Max Ad-Lite,Yes,23,7364282,7364282,100.0,94608,1.285,8656,9.149,67.6,85.1,9,182736.56,294060.92,24.8139,1.609,
5152,DraftKings,Starcom,Telecom,Direct Response,Open Market,Upfront,Executed,1142265.22,1025892.3,2024-01-14,2024-06-24,2023-03-22,3,1,2023,TBS,Digital Video,Barry,Action,TV-14,Late Night (11pm-2am),Pre-roll,Smart TV,30,No,NC,New York,35-44,Male,$30-60K,True Crime,Linear (No Sub),Yes,11,601339,546838,90.94,23940,4.378,1999,8.35,59.3,75.0,3,17914.36,21995.93,32.7599,1.228,
5644,Under Armour,UM Worldwide,Pharma,Retargeting,Scatter,Upfront,In Flight,2065272.85,1773762.93,2023-02-27,2023-04-07,2024-07-14,7,3,2024,Bleacher Report,Linear TV,Euphoria,Kids,TV-Y7,Early Fringe (4-7pm),Post-roll,Mobile,30,No,CO,Los Angeles,25-34,Male,>$150K,Gaming,Linear (No Sub),Yes,17,1473258,1419515,96.35,48446,3.413,1882,3.885,58.0,86.4,5,55772.32,86195.78,39.2897,1.545,
5626,Disney+,Crossmedia,Entertainment,Lead Generation,Upfront,Upfront,Executed,1149067.52,1197661.46,2024-04-29,2024-08-25,2023-09-10,9,3,2023,truTV,Display,Inside the NBA,Animation,TV-14,Early Fringe (4-7pm),Mid-roll,Desktop,30,No,OH,Chicago,65+,Non-binary,$30-60K,Sports,Max Ultimate,Yes,3,1366252,1187796,86.94,34741,2.925,3937,11.332,71.5,79.2,8,100401.66,147396.22,84.5277,1.468,
5462,McDonald's,IPG Mediabrands,Telecom,Direct Response,Scatter,Scatter,In Flight,829828.82,883034.57,2023-11-20,2024-03-17,2024-01-25,1,1,2024,TBS,Display,Barry,Reality,TV-G,Early Fringe (4-7pm),Companion Banner,Smart TV,30,No,TX,Los Angeles,55-64,Male,$60-100K,Drama,Max Ad-Lite,Yes,30,5230514,4314330,82.48,188922,4.379,15943,8.439,68.8,87.6,2,255297.46,333075.86,59.1743,1.305,
5217,Taco Bell,Hearts & Science,Automotive,Conversions,Upfront,Upfront,Executed,1141413.67,1083363.35,2023-11-06,2024-01-17,2023-01-16,1,1,2023,Max,Audio,Teen Titans Go,Sports,TV-Y,Prime Time (7-11pm),Pre-roll,Mobile,30,No,OH,New York,35-44,Male,>$150K,Kids & Family,Max Ad-Lite,Yes,10,5439292,5120998,94.15,192215,3.753,9093,4.731,100.0,77.5,12,681209.49,938811.04,133.0228,1.378,
5196,American Express,Canvas Worldwide,Retail,Subscription Drive,Open Market,Scatter,Executed,1122688.59,1286359.33,2023-12-03,2024-01-31,2024-01-30,1,1,2024,Max,Display,Curb Your Enthusiasm,True Crime,TV-Y7,Early Morning (5-9am),Mid-roll,Connected Device,30,No,CA,New York,55-64,Female,$100-150K,Kids & Family,Max Ad-Free,Yes,29,5193255,4532101,87.27,152173,3.358,18070,11.875,90.1,80.6,2,140583.51,172915.88,31.0195,1.23,
5793,Chevrolet,Hearts & Science,QSR,Lead Generation,Upfront,Programmatic,Executed,1411996.53,1295082.98,2023-01-28,2023-04-24,2023-01-04,1,1,2023,truTV,Social,Planet Earth III,News,TV-Y,Early Morning (5-9am),Pre-roll,Smart TV,15,No,PA,San Francisco,18-24,Male,$60-100K,Drama,Max Ad-Free,Yes,15,4295672,3854494,89.73,163222,4.235,10419,6.383,60.4,64.7,6,66414.86,106332.51,17.2305,1.601,
5202,Mercedes-Benz,Dentsu,Telecom,Direct Response,Scatter,Programmatic,In Flight,1139230.93,1231002.16,2024-06-24,2024-08-05,2024-11-30,11,4,2024,HBO,Audio,Curb Your Enthusiasm,Kids,TV-14,Prime Time (7-11pm),Pre-roll,Smart TV,30,No,TX,Phoenix,18-24,Male,>$150K,True Crime,Max Ad-Free,No,18,3636138,3383484,93.05,150316,4.443,18771,12.488,75.5,88.8,3,485878.79,569007.9,143.6031,1.171,
5995,DraftKings,Hearts & Science,Gaming,Lead Generation,Upfront,Upfront,Pending,664215.53,569214.89,2023-04-10,2023-06-25,2024-01-02,1,1,2024,CNN,Audio,White Lotus,Action,TV-PG,Early Morning (5-9am),Companion Banner,Desktop,15,No,NY,New York,55-64,Male,<$30K,Comedy,Max Ad-Free,Yes,10,5845409,4864883,83.23,63281,1.301,5952,9.406,83.9,73.2,11,62889.32,87110.37,12.9272,1.385,
5647,Netflix,UM Worldwide,Insurance,Reach,Upfront,Programmatic,Executed,1577248.32,1720365.65,2024-04-05,2024-06-10,2023-04-16,4,2,2023,TBS,Linear TV,Teen Titans Go,News,TV-G,Late Night (11pm-2am),Native,Smart TV,60,No,MA,Phoenix,25-34,Female,$30-60K,Gaming,Max Ultimate,Yes,24,6073180,5401626,88.94,197880,3.663,9272,4.686,75.7,84.3,6,186395.53,305340.91,34.5073,1.638,
5234,Eli Lilly,Crossmedia,Gaming,Tune-In Promotion,Scatter,Scatter,Makegood,861202.59,737118.17,2023-11-06,2024-03-24,2023-10-22,10,4,2023,truTV,Programmatic,The Wire,True Crime,TV-MA,Early Fringe (4-7pm),Mid-roll,Smart TV,30,No,NC,Los Angeles,25-34,Female,$100-150K,True Crime,Max Ultimate,Yes,21,5712379,5331664,93.34,127393,2.389,4255,3.34,55.8,63.9,8,484355.02,795816.65,90.845,1.643,
5141,Best Buy,Havas Media,Retail,Direct Response,Programmatic Guaranteed,Scatter,Executed,940153.18,1009655.31,2024-04-13,2024-09-03,2023-02-23,2,1,2023,Discovery+,Audio,90 Day Fiancé,Sports,TV-Y7,Late Night (11pm-2am),Pause Ad,Mobile,15,No,MA,Dallas,45-54,Male,$100-150K,Sports,Max Ad-Lite,Yes,6,308541,296353,96.05,16449,5.55,804,4.888,55.2,69.3,4,19563.21,32527.61,66.0132,1.663,
